id	filename	md5	size	state
ef78dde5-6e3d-45f9-ae5c-59b2ccdd867d	ef78dde5-6e3d-45f9-ae5c-59b2ccdd867d/6c850269-c292-4b95-a22a-3e6cb8e54b18.wxs.aliquot_ensemble_masked.maf.gz	9e3115c553a36ce15c153d34031a975d	34375	validated
99eeb9be-e2d0-48e3-9940-daf1aee705e4	99eeb9be-e2d0-48e3-9940-daf1aee705e4/8383e3da-c1df-4780-979f-bc58e1322345.wxs.aliquot_ensemble_masked.maf.gz	232628e2fe9b32a889f3b21b52db428f	28378	validated
b0e5f8aa-e144-4030-9b53-79783e53003f	b0e5f8aa-e144-4030-9b53-79783e53003f/c3ce02f8-cce9-40c0-bc0b-08f04007c95e.wxs.aliquot_ensemble_masked.maf.gz	5760dd87d160a08a62bc583fadf89230	131727	validated
dcff773b-20f4-4c90-9a3f-78ef2e0f484e	dcff773b-20f4-4c90-9a3f-78ef2e0f484e/3041806b-5855-4930-aeb8-a30472658d54.rna_seq.augmented_star_gene_counts.tsv	26c47e66aad388095d9f79563830c366	4236778	validated
4e44c528-4c1a-4707-984f-a976c433628f	4e44c528-4c1a-4707-984f-a976c433628f/5ff85c14-6433-4173-bfa1-2214d92a6482.wxs.aliquot_ensemble_masked.maf.gz	48575bae0cf0ae323dfe490f45831ef2	88477	validated
cdb57dab-e3a9-4584-a08d-4803fd1a05c2	cdb57dab-e3a9-4584-a08d-4803fd1a05c2/6838ad55-7781-450f-930a-da62c9542457.wxs.aliquot_ensemble_masked.maf.gz	c985e21f8f336de9ad0da865c4e3d2ed	58580	validated
e17426a8-cf69-4ed4-b54e-cc33cbadf095	e17426a8-cf69-4ed4-b54e-cc33cbadf095/ef304a3b-e32b-450e-8c40-4173aa0a0366.rna_seq.augmented_star_gene_counts.tsv	011ef4fcca6b7ad8d761a1777999dfe5	4215388	validated
e173308d-ac80-4c15-9b0e-e5cb09321a56	e173308d-ac80-4c15-9b0e-e5cb09321a56/b99ff949-1922-4948-8d02-2ef2aa3dfb3b.rna_seq.augmented_star_gene_counts.tsv	125698e68f5d06c70df63593977e5607	4235077	validated
e1a4e922-876b-45d1-8fb6-5d39dbf6ff60	e1a4e922-876b-45d1-8fb6-5d39dbf6ff60/3dbeacde-e4f1-443a-b34e-28c44acce88c.rna_seq.augmented_star_gene_counts.tsv	e069caf93d5dde80a1a6c3419e4c93fa	4221708	validated
41e96482-bc24-4a1a-8ef2-8ef4d525ad40	41e96482-bc24-4a1a-8ef2-8ef4d525ad40/52e52b5d-4112-4616-8ddd-2a4524a91778.rna_seq.augmented_star_gene_counts.tsv	51fa05e5b8db6567c1f54ed18878ffd2	4227608	validated
e5900ade-7e1e-4cd0-a857-a2571472733d	e5900ade-7e1e-4cd0-a857-a2571472733d/f52a503c-8fb9-457c-addc-6b643b15d77c.wxs.aliquot_ensemble_masked.maf.gz	1b6bf4d36ecb967991ab21292ae61a93	144627	validated
f50e5b1c-99bc-4e7e-8f39-5f421c4ea2fd	f50e5b1c-99bc-4e7e-8f39-5f421c4ea2fd/54c096ab-2dd8-4b48-a9b8-2254714ee5ea.wxs.aliquot_ensemble_masked.maf.gz	5ecd9bcdb76af66098bb8f06519fc604	15120	validated
99503d51-c6d3-4116-9952-485963a90730	99503d51-c6d3-4116-9952-485963a90730/df21a677-bf91-4f94-be05-7be5f87730fa.wxs.aliquot_ensemble_masked.maf.gz	35740bcd39aefc7d5904a8d31b9cec8b	13972	validated
5ddf8f4a-edd8-4b97-8d4d-76655d9018c5	5ddf8f4a-edd8-4b97-8d4d-76655d9018c5/59a0b90e-8b8b-41b8-95f0-d51961a94be5.rna_seq.augmented_star_gene_counts.tsv	26904b98fc550132996ccef4342a5cb3	4221814	validated
4d2b3e1f-f8d0-4188-b3bf-7f2ea01620e3	4d2b3e1f-f8d0-4188-b3bf-7f2ea01620e3/7a9a3cf4-4c75-4c90-beac-eccefc9690da.wxs.aliquot_ensemble_masked.maf.gz	108820a25c6debcffcf0844a70d4200a	35666	validated
32f5e290-97c3-4945-9eb5-2448aaebd9c0	32f5e290-97c3-4945-9eb5-2448aaebd9c0/b3cd692a-a45a-4c6e-8b4d-f753e057fe92.wxs.aliquot_ensemble_masked.maf.gz	e431c2ec35120ba1336ee46f57783d1e	98779	validated
63f5b69e-2307-4be6-98e4-b0f57b6394d0	63f5b69e-2307-4be6-98e4-b0f57b6394d0/c8bfb715-4c7a-4e3e-baa2-bc842d80654b.rna_seq.augmented_star_gene_counts.tsv	b313bb91df790ee85c2b40fa2b28fc1b	4238271	validated
345f1cca-aabd-493a-b873-e6c3c3e5910f	345f1cca-aabd-493a-b873-e6c3c3e5910f/e1579ac6-e964-463a-9121-36cf21144620.wxs.aliquot_ensemble_masked.maf.gz	00e1b9be50c2d271a59d727a19dac8bf	124012	validated
9ea07ea8-c64e-4236-897b-13006bcda9f2	9ea07ea8-c64e-4236-897b-13006bcda9f2/b8e06bde-d36d-418c-bcee-6f03708def99.wxs.aliquot_ensemble_masked.maf.gz	92e08ce1b30e4363126c3f61efc4ab91	136419	validated
5ebaff32-1172-4b1b-bb0d-bf0b71b8c5fd	5ebaff32-1172-4b1b-bb0d-bf0b71b8c5fd/b1b055bf-b91a-4aeb-88a8-ef30662b2c22.wxs.aliquot_ensemble_masked.maf.gz	67e10d322dac24231c5e905d672e0f7c	18745	validated
68d530f4-0421-44fa-bf5b-6140a19d35a6	68d530f4-0421-44fa-bf5b-6140a19d35a6/ca188462-1ecc-4a87-9897-680ac7ce193f.wxs.aliquot_ensemble_masked.maf.gz	575b1ef0fba838bdf98549831f5e8932	24461	validated
b29ecd20-c063-4a22-8ea0-dc1c42fe9232	b29ecd20-c063-4a22-8ea0-dc1c42fe9232/2a1ea736-4510-43b7-9cc8-11d437c1a50f.wxs.aliquot_ensemble_masked.maf.gz	321d801e1b15cfd952e3f1abcd3065a7	61574	validated
795d8614-476a-4404-8262-90002c19941c	795d8614-476a-4404-8262-90002c19941c/f79d17cb-b7b3-453e-b4ca-92cd9197db02.wxs.aliquot_ensemble_masked.maf.gz	81f1ddf4eb2a9c44192601f2a9f60d21	25984	validated
f7a36ec5-b563-4c0d-9bbf-a738c9db06c0	f7a36ec5-b563-4c0d-9bbf-a738c9db06c0/59494bb2-eb5d-477e-9c09-86caecf3b73a.wxs.aliquot_ensemble_masked.maf.gz	ff38ac460b5fbbd6f40470160a5e4b5c	83128	validated
72c46029-bf04-4eda-a7ea-cc7242253294	72c46029-bf04-4eda-a7ea-cc7242253294/19aa1736-30b3-4ed9-b827-373a79b8de70.wxs.aliquot_ensemble_masked.maf.gz	9ff1d952ff8ad8a2fd707de28e9f9ae2	29301	validated
6d565875-6f49-4f18-9f4b-eb35996e0478	6d565875-6f49-4f18-9f4b-eb35996e0478/373968cd-7c79-4afb-90ab-454820370a50.wxs.aliquot_ensemble_masked.maf.gz	3340dcb05e718a39cab5d185d13e821a	20279	validated
cecda4e0-1f1d-4df9-8acd-88eac8c53c25	cecda4e0-1f1d-4df9-8acd-88eac8c53c25/eefede70-b24c-4d61-a4c8-f2d7575f7a54.wxs.aliquot_ensemble_masked.maf.gz	4f5b54de5a4516cd995297f222c69e90	82848	validated
178421c1-a911-4404-81ce-83f399e6e4f8	178421c1-a911-4404-81ce-83f399e6e4f8/54cf6411-680d-4de6-b98e-46b9021ace6f.wxs.aliquot_ensemble_masked.maf.gz	1222f41835845a6e1c9a45800c876cce	393747	validated
3d39851c-b7e3-4b8e-a3ea-da1a307eb6fe	3d39851c-b7e3-4b8e-a3ea-da1a307eb6fe/16aa8b2b-9ec5-4a55-8c41-45245a48e055.wxs.aliquot_ensemble_masked.maf.gz	72c8dae211db7e569a74f8d3ff23f9eb	100668	validated
fd818188-0e89-4961-ac1a-e4e490746d17	fd818188-0e89-4961-ac1a-e4e490746d17/6646a893-e711-476f-96f3-461c8045aaf5.wxs.aliquot_ensemble_masked.maf.gz	48db16bd5486a5bca3fd730c68a7f45c	20864	validated
6bfa1e21-392f-4400-be5e-74deba5cb673	6bfa1e21-392f-4400-be5e-74deba5cb673/b044473a-8ac7-4fca-928e-274b08fa8e06.wxs.aliquot_ensemble_masked.maf.gz	37b639a139816bd16004c34f6d402c0a	74365	validated
99f5aa40-a043-420d-9ec8-9f7f1a420376	99f5aa40-a043-420d-9ec8-9f7f1a420376/6c61a0df-1228-4052-b28c-38c44e3d4e60.wxs.aliquot_ensemble_masked.maf.gz	b9d2334a464201208b3a91750ece3cf3	41901	validated
7e4813e1-b5eb-4b90-8393-e60f44a50783	7e4813e1-b5eb-4b90-8393-e60f44a50783/a615e6c2-07d0-4bec-836f-c3dce658195a.wxs.aliquot_ensemble_masked.maf.gz	e16e6bcd26d93ca09f9d005f72007a27	9262	validated
0604fe41-2ade-4a62-add8-b8888508de8f	0604fe41-2ade-4a62-add8-b8888508de8f/b42ab2e1-8902-4842-ae17-8ac156a8aaf7.wxs.aliquot_ensemble_masked.maf.gz	789d102a49ddbb0c2301a26fd121da5c	45807	validated
486638dd-8f27-41f1-b922-a8af2521204c	486638dd-8f27-41f1-b922-a8af2521204c/4d870d17-e65b-4d9e-82de-0f6cdbcd55a3.wxs.aliquot_ensemble_masked.maf.gz	2b87982bb3d69dbc99a4ac8ecf27706f	1660	validated
099f0c40-3daf-4dcc-81e1-c56898003f56	099f0c40-3daf-4dcc-81e1-c56898003f56/5a5fd931-fd5e-40c8-8110-0b66adf436b9.wxs.aliquot_ensemble_masked.maf.gz	3811bbd2c660da334c954eb48f4c3fc6	26457	validated
2adbac87-1656-4f60-b224-b10feef293ec	2adbac87-1656-4f60-b224-b10feef293ec/e65fc432-29d8-46b0-b083-84b673f70630.wxs.aliquot_ensemble_masked.maf.gz	00a58d72936859473c5a247d226284c0	20158	validated
a066b306-49fe-47c4-a19f-f86f40ada4d5	a066b306-49fe-47c4-a19f-f86f40ada4d5/efd20b42-06c3-4d61-96f2-430d60ac65f2.wxs.aliquot_ensemble_masked.maf.gz	09df3621f913d47e1e37ec92573a5056	252602	validated
bee4438b-3fbe-4a18-ba0e-749b7c399520	bee4438b-3fbe-4a18-ba0e-749b7c399520/343bc0d2-67fc-4446-bfb7-1e1c57ace519.wxs.aliquot_ensemble_masked.maf.gz	1232b68a5d41b351d97e33154f9f7f4f	40968	validated
669ce970-42a3-4797-bf9c-0de40a021bbf	669ce970-42a3-4797-bf9c-0de40a021bbf/0832f2ee-ad00-42c7-8cc3-9c63a7b5cea9.rna_seq.augmented_star_gene_counts.tsv	1a4b67cde878f37fe78ecb8d498135c5	4238136	validated
52363b7b-f157-4fbe-8388-169b6152c9fe	52363b7b-f157-4fbe-8388-169b6152c9fe/655b5152-d150-4b2a-b7cc-ef70dc0b2256.rna_seq.augmented_star_gene_counts.tsv	9b7b008eedede6079972ef9bd66aacd9	4250387	validated
c75ce350-402d-4d1e-959e-e7a62c83f6c3	c75ce350-402d-4d1e-959e-e7a62c83f6c3/9b05be39-3c52-4e17-93d6-1a9c622c73d5.wxs.aliquot_ensemble_masked.maf.gz	36c59dc13e952f60bcb899f0b2bab98a	87839	validated
e0afe821-cb8e-487a-8fe5-92e7f9e3d137	e0afe821-cb8e-487a-8fe5-92e7f9e3d137/84974264-b654-4f88-bdd4-0ee18f90d7d8.wxs.aliquot_ensemble_masked.maf.gz	14f5ee4bc63f664b7be743174e3a8a36	76272	validated
fce00398-a6be-4c15-80d3-f9fd3c7c5056	fce00398-a6be-4c15-80d3-f9fd3c7c5056/a2706af2-2c35-4684-83b5-ecf3eabdbde7.wxs.aliquot_ensemble_masked.maf.gz	678175a10856be9c1681265eb2473265	84498	validated
754193ef-252a-4e6e-a409-fd18e5c204f8	754193ef-252a-4e6e-a409-fd18e5c204f8/1e1db7e6-ca67-4c95-b9ca-824ecb607bd9.wxs.aliquot_ensemble_masked.maf.gz	d7c556a18f26823f1e0fb9825790d362	24651	validated
1005879f-0532-4dac-9b6c-7abeb335c778	1005879f-0532-4dac-9b6c-7abeb335c778/32c34928-e19c-4f50-989b-ba32f2f946bd.wxs.aliquot_ensemble_masked.maf.gz	ab59867c7821b5027a1860550cd9908d	46119	validated
93453505-82df-4ab7-9c06-e100156891e2	93453505-82df-4ab7-9c06-e100156891e2/c6848327-41a0-40dd-a47f-8050370ebf77.wxs.aliquot_ensemble_masked.maf.gz	1a316e673ca99ce8aad463fe5004941c	230220	validated
6a8c1df6-1e97-42ba-9cf6-429307324d55	6a8c1df6-1e97-42ba-9cf6-429307324d55/b0fbcc5a-9946-497e-85e1-0bcce29e2bb0.wxs.aliquot_ensemble_masked.maf.gz	ab4c0ba622057dd27615a7755e5850fb	286663	validated
7c4c42d3-93a5-4222-9d7f-baee2ccb9694	7c4c42d3-93a5-4222-9d7f-baee2ccb9694/6eb5d46b-ab8b-47f0-a36e-e73f9e05542e.wxs.aliquot_ensemble_masked.maf.gz	428a906528382b5c57248ed6bd3c9810	165500	validated
3307d2d2-5e85-4dfa-8458-959837cab5e1	3307d2d2-5e85-4dfa-8458-959837cab5e1/5bdffdc6-ab76-468b-ab2e-dc69f3e8620c.wxs.aliquot_ensemble_masked.maf.gz	4fc751e47cf4d0e5aa98417a8a1dfe67	20190	validated
8412af57-4d6f-44eb-be68-7c175c6b4be7	8412af57-4d6f-44eb-be68-7c175c6b4be7/08b3fa43-ccda-4429-86aa-c61fe590c20b.wxs.aliquot_ensemble_masked.maf.gz	5a375a4eac044166c8599ffe19920eba	198470	validated
9c3fc5a7-5dd1-4eb5-bce8-bafa31ed0ae2	9c3fc5a7-5dd1-4eb5-bce8-bafa31ed0ae2/a56f81a6-76fa-4e54-89ef-08e340de73f2.wxs.aliquot_ensemble_masked.maf.gz	2ed89de8a6a9715a47c37f1815f90531	54666	validated
97975bd4-2fb8-460f-812b-bea62e380149	97975bd4-2fb8-460f-812b-bea62e380149/e5adc5a1-38a7-46c5-a65e-d4cf08c3cf3d.wxs.aliquot_ensemble_masked.maf.gz	29a9f114463bf34a4adfd0070e864340	184523	validated
d9c46dd7-be43-4e5a-b1d0-c7279d6b6d54	d9c46dd7-be43-4e5a-b1d0-c7279d6b6d54/b0f91091-0153-488d-85b7-4544a0e22c1f.wxs.aliquot_ensemble_masked.maf.gz	0e6fae8be677c925e6f7bd1d4661b686	44201	validated
368ec743-957f-4599-8627-aa1a8e871056	368ec743-957f-4599-8627-aa1a8e871056/83798b8a-d1bf-4e49-927c-b584f9dc576f.wxs.aliquot_ensemble_masked.maf.gz	78a6dfca16d9ebf84637d8068aa932b5	94825	validated
80033295-4cbb-4276-80a1-0cdebf93fbd6	80033295-4cbb-4276-80a1-0cdebf93fbd6/231d8ad3-1bf2-4171-aed4-863667c7a41f.wxs.aliquot_ensemble_masked.maf.gz	d53d0281d1c3f2650ecd2cb8482995c2	131986	validated
9e864a4d-37e6-437e-a7e2-4a46b13c4ac2	9e864a4d-37e6-437e-a7e2-4a46b13c4ac2/7d6406ce-6b98-4890-85bc-5fdbb524ddfc.wxs.aliquot_ensemble_masked.maf.gz	f5b314dce47d39df72dc1c33f95a6f53	110091	validated
c07a4a7f-47d3-4049-a447-4307054bc24a	c07a4a7f-47d3-4049-a447-4307054bc24a/6f48efa1-82c4-4d2d-9778-1db4ecea6234.wxs.aliquot_ensemble_masked.maf.gz	cd003b54b37c02b1d93b7cdb8e2cc6a3	84354	validated
d9ed62be-f357-4a24-b887-b1f4ba5228b4	d9ed62be-f357-4a24-b887-b1f4ba5228b4/fc9e5a45-f6cb-4615-a29c-10ad705a2382.wxs.aliquot_ensemble_masked.maf.gz	c187feab60890fc66c56b2ea4a691781	97810	validated
b248ecb0-657d-4437-9b9e-0a9ce1c46990	b248ecb0-657d-4437-9b9e-0a9ce1c46990/cf821435-ea32-4fb4-b0c5-5c3207cb2763.wxs.aliquot_ensemble_masked.maf.gz	09d66a319870afaac30c0d4fb913fef5	19497	validated
d41b4708-0ccc-474f-84c8-b85e2f5795dc	d41b4708-0ccc-474f-84c8-b85e2f5795dc/6706798d-874b-4b44-a996-35b3c9a19aff.wxs.aliquot_ensemble_masked.maf.gz	6c45af9ab644b36449aec81f90d406b8	48045	validated
a8c70d6b-6eea-40aa-8125-ff5186e8706f	a8c70d6b-6eea-40aa-8125-ff5186e8706f/e8285c1d-f550-402b-9280-7e3ca9c9db03.wxs.aliquot_ensemble_masked.maf.gz	5adeb89fc49cf9e74b4a84abc22bdcbd	38176	validated
7d7063a3-af4b-48bf-b6ac-d1221d7ca1d4	7d7063a3-af4b-48bf-b6ac-d1221d7ca1d4/148d11f3-a276-4c00-a261-767cf195309c.wxs.aliquot_ensemble_masked.maf.gz	34a08d4b116d816e73f5c044c95556cd	141122	validated
a1db85df-3a19-415e-a683-113cf66f5e1c	a1db85df-3a19-415e-a683-113cf66f5e1c/3d9e5bdf-3ea1-4e25-b7cd-bf799b4394b7.wxs.aliquot_ensemble_masked.maf.gz	3c9fbe70141998431364ae7f4da75094	58038	validated
a75577ce-cb7c-4f0f-8244-42289449dcc9	a75577ce-cb7c-4f0f-8244-42289449dcc9/1a8a2fa5-eff6-4e2d-8113-67b75e4d8134.wxs.aliquot_ensemble_masked.maf.gz	22b42c7d98ceea3c6eb807c1509e5b84	81940	validated
b57794b8-77dd-42a3-931b-5ca6e6ca3030	b57794b8-77dd-42a3-931b-5ca6e6ca3030/a41c93c6-e79d-4852-953a-c0597f74d0c7.wxs.aliquot_ensemble_masked.maf.gz	87e1f03ae5e027d508a8425c156f260e	18160	validated
55831884-c907-457d-bb2c-7c7b3f7c4cd1	55831884-c907-457d-bb2c-7c7b3f7c4cd1/c7fd0bf8-753e-45d6-b987-51ec7559f728.rna_seq.augmented_star_gene_counts.tsv	e198516b3361c40dec102e1e65bacffb	4237695	validated
b6b0bda5-6719-4a69-a6b1-725815bfc49f	b6b0bda5-6719-4a69-a6b1-725815bfc49f/959dd170-dc8a-4167-894b-a6ab117f8d9d.wxs.aliquot_ensemble_masked.maf.gz	050da909fc4a076b30832067ba96f16e	73003	validated
f1efa2b4-7be6-44db-8eb1-52acf869b6e0	f1efa2b4-7be6-44db-8eb1-52acf869b6e0/fe6029e2-872b-44b4-a22b-1a9fc0e33739.wxs.aliquot_ensemble_masked.maf.gz	78d1b90cb6007df26884b5e4064f275c	119808	validated
a13ce267-8b9f-419d-92d1-4e38dfc006b2	a13ce267-8b9f-419d-92d1-4e38dfc006b2/571ab7df-ee67-4c91-b06d-935a14b5baab.wxs.aliquot_ensemble_masked.maf.gz	fd5122b34690a90a53e0ca135dfa7e9b	327785	validated
c68dd550-fd19-4323-9d07-6387be57ee96	c68dd550-fd19-4323-9d07-6387be57ee96/addc7bff-7f2f-41ea-800e-e66ce8734f28.wxs.aliquot_ensemble_masked.maf.gz	dd625472cbb45baa0a47b29cdc4d3a22	134548	validated
62dc818d-45a5-43c4-a29b-311fc55d6cf9	62dc818d-45a5-43c4-a29b-311fc55d6cf9/a7e655af-867c-4350-946c-9856fd1b4b22.wxs.aliquot_ensemble_masked.maf.gz	c619b725305968bc266c8d69da2ce2d4	290485	validated
7372ac4c-0221-4164-9dee-e772286dfae3	7372ac4c-0221-4164-9dee-e772286dfae3/c7428d58-9e53-472c-8389-a812480e0686.wxs.aliquot_ensemble_masked.maf.gz	b11df9a5b86413263494bd8e45979bca	66146	validated
8c4c0cde-1001-4581-be34-e70690f2b57c	8c4c0cde-1001-4581-be34-e70690f2b57c/b177a9fa-07e6-44f4-ae06-0c52af71d0ab.wxs.aliquot_ensemble_masked.maf.gz	3d85541d8587204983fe065506df95e5	96393	validated
272f8df5-b85b-4fa9-b3ad-336c028d761a	272f8df5-b85b-4fa9-b3ad-336c028d761a/b44c03fa-b8b0-40ad-9092-f3818640f4cf.wxs.aliquot_ensemble_masked.maf.gz	2b3c850cdf3e88e99783ff119e409ebf	46843	validated
a05cc25a-f110-4410-8f60-ec64b8b848c3	a05cc25a-f110-4410-8f60-ec64b8b848c3/11453881-ef25-4187-af52-a687736c02f0.wxs.aliquot_ensemble_masked.maf.gz	561befe74d328c47975254901e154e79	4675	validated
42a46e5a-09e0-48ae-85e4-8dcc09785753	42a46e5a-09e0-48ae-85e4-8dcc09785753/d0d1e5e7-26c5-4b5b-b4c5-7e47b41d4c42.wxs.aliquot_ensemble_masked.maf.gz	8b9d48327a25b53bbea47a49b406af71	16273	validated
76dce8cc-38ff-4ddf-8272-0e405d82f63a	76dce8cc-38ff-4ddf-8272-0e405d82f63a/704a5661-837d-4d33-9c3f-aab8c05b7967.wxs.aliquot_ensemble_masked.maf.gz	8fda587c170c1e52dcb32d44cfca6d4b	88915	validated
f56b0c73-f6b2-4c84-84f2-d2f3e817da7c	f56b0c73-f6b2-4c84-84f2-d2f3e817da7c/29705d55-0d2a-445e-9ecf-0b91e48d9c79.wxs.aliquot_ensemble_masked.maf.gz	2a1f0ab99933bb441bf3acb3daa1366b	189626	validated
cc63c449-f591-4f97-9b72-4f52a103c464	cc63c449-f591-4f97-9b72-4f52a103c464/170e2745-2ad5-4403-9065-5a96121454f8.wxs.aliquot_ensemble_masked.maf.gz	72e4f8f85d0e7381aa3dcca6f6b874de	225403	validated
7c91d8b3-b6cc-437e-9211-f2a9d1314411	7c91d8b3-b6cc-437e-9211-f2a9d1314411/037ecdc2-dc6a-45fd-8eb3-6fa1fc4db46e.wxs.aliquot_ensemble_masked.maf.gz	72398b668718b1d9c9ed532eaf716efd	102171	validated
806c719d-7919-46a1-80bf-5239b2d951f3	806c719d-7919-46a1-80bf-5239b2d951f3/ade490e6-b430-4ee5-8160-52810d506048.wxs.aliquot_ensemble_masked.maf.gz	c438999e781086c0bd61d4164e992dc9	86974	validated
d4e5b954-7314-4b14-b328-c5d6fd8a0e6d	d4e5b954-7314-4b14-b328-c5d6fd8a0e6d/dab11a85-66c1-4473-87e5-d10236d308fb.wxs.aliquot_ensemble_masked.maf.gz	a7b0e65d4ec6594b5cc57dad525c62b3	63466	validated
844c8278-f3a1-491a-8b86-8db2523d662b	844c8278-f3a1-491a-8b86-8db2523d662b/c414d5ad-3869-4b6d-9839-3ef77efc7d6d.wxs.aliquot_ensemble_masked.maf.gz	6f84bfc2282120e6b48c52c6b4051c00	54159	validated
e39fc5e4-1189-43d4-ae37-755097be758b	e39fc5e4-1189-43d4-ae37-755097be758b/09f954ab-0a5a-4615-8a18-06a435bba86c.wxs.aliquot_ensemble_masked.maf.gz	7bfdeb23a0d8221e94042c8a4049e1e0	51445	validated
93cd07f3-bf6b-4d35-8c5a-483bd2ce7221	93cd07f3-bf6b-4d35-8c5a-483bd2ce7221/d4769f0f-f678-4a7b-9941-f08c4725ea61.wxs.aliquot_ensemble_masked.maf.gz	ae6363a65654ae3e9bacaeae4369fb0f	102924	validated
cd44bad1-37f5-4191-8915-7da80c02f565	cd44bad1-37f5-4191-8915-7da80c02f565/ade64044-3918-4bdc-a392-3e0663bc4424.wxs.aliquot_ensemble_masked.maf.gz	8706ed9f97b88380a42531d1a8a32877	22583	validated
95db3ed6-4817-46bf-bad4-5f7ae09c5374	95db3ed6-4817-46bf-bad4-5f7ae09c5374/62a24d2d-9e15-4884-b569-76bbbe81439c.wxs.aliquot_ensemble_masked.maf.gz	1482ffb0a12a7751c4099ea736b9efe9	63040	validated
9a09f5eb-719e-4b40-a83f-cc609c5252c6	9a09f5eb-719e-4b40-a83f-cc609c5252c6/64a87a6e-49fe-4416-8272-38833006c015.wxs.aliquot_ensemble_masked.maf.gz	cc0667b6353ce4dbc3b9667bee257edb	155145	validated
c6704b0e-e31e-4511-9d47-ce8b38ceaf65	c6704b0e-e31e-4511-9d47-ce8b38ceaf65/b290139c-d657-4e25-a406-6214f6ec704c.wxs.aliquot_ensemble_masked.maf.gz	9744a4ef05910062e8276692be540279	103300	validated
ad4ea433-b13d-4e71-b2ce-892f9fe33414	ad4ea433-b13d-4e71-b2ce-892f9fe33414/123c7e5a-f6d5-45a9-99c6-cde57849ebab.wxs.aliquot_ensemble_masked.maf.gz	9a7e6f31427234d2157d1551ab0d151a	171884	validated
